File Path,Label
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_768526f634547e2b45fd84556ecd70f6.fragment9.noise2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_cb90542ae2fd3247d519634c2f9e53a8.fragment27.noise2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_f8c37c21aabee92394e3ebd45f39a2d5.fragment22.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_d94712992f41e3d8d21f22274b3d8fd9.fragment21.noise5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_d630900a88e2681c9d5d1026d7025d67.fragment15.speed2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_1d27c6d589eeff17973ffd0b7a77a70a.fragment24.pitch8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_25836f5c38f5151611da3e2be4cfd20f.fragment4.noise5.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_29119ce8a7ecbf970f9a0728087c8ac3.fragment6.speed4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_f16e9da2ba7126292cb4e46ce16995bc.fragment9.pitch1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_011f3a2d0aa2880305c08b76873c3e10.fragment17.noise7.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_8e8ed685b0cf9f5bbd13a04629ee64c5.fragment1.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_61764486dd621ce03fa461e92cd9e2b3.fragment4.pitch6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_cb90542ae2fd3247d519634c2f9e53a8.fragment10.noise2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_f8c37c21aabee92394e3ebd45f39a2d5.fragment15.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_d94712992f41e3d8d21f22274b3d8fd9.fragment16.noise5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_d630900a88e2681c9d5d1026d7025d67.fragment22.speed2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_b6f3c74f569edd37b4bebd5b0c030497.fragment9.noise6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_31da456c78eb5cf86d2b447e2fbfb736.fragment23.noise10.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_9bd3b58fe6f75dc40e85021914b4b06a.fragment8.pitch5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_9a47e3d56398b8108f59385aab8bbe87.fragment16.noise7.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b53274d3ef7996a22d6ec929c1869804.fragment28.speed7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_bf4285930fa46f2052e5bdbc37a8a4df.fragment28.speed8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_534a0cf6f6aea8e35667a9147d2d0f8d.fragment26.noise9.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_bac9be13a058d1c859ed5d2e3a0dc27b.fragment13.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_3aa01c55ba7ca85cad2977c848eb826f.fragment21.noise4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_406bb0dc71a22051d900bc55cdfad59e.fragment10.pitch5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_25836f5c38f5151611da3e2be4cfd20f.fragment10.noise11.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_56ef0bde6c92a0100da23cdd39a8a112.fragment26.noise7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_3aa01c55ba7ca85cad2977c848eb826f.fragment19.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b53274d3ef7996a22d6ec929c1869804.fragment10.noise7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_bf4285930fa46f2052e5bdbc37a8a4df.fragment10.noise8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_bf4285930fa46f2052e5bdbc37a8a4df.fragment5.pitch3.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_534a0cf6f6aea8e35667a9147d2d0f8d.fragment15.speed1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_ea5fee5b16a663c988fbddb2137cf573.fragment15.speed5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_cb90542ae2fd3247d519634c2f9e53a8.fragment28.speed2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_768526f634547e2b45fd84556ecd70f6.fragment6.speed2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_1b27ef4569a51e82d6b2dfae8d565d25.fragment23.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_eddb714cb803dd6a58e6139f7462257e.fragment14.speed3.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_e27d922d06d483e4df1305235a6cd87b.fragment26.speed1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_1996a0f045b3301946a9194dfad545ab.fragment22.noise10.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_6cc5c71681c0abc094a869e03b357384.fragment23.noise2.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_2cfa348b2b6852e38637a4225158678d.fragment22.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_bcc15ea7f0b2b21804393bca63f6c2c2.fragment3.pitch6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_2825fa225d6ca4800f0cf0504b76ca65.fragment25.speed5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_ce41a51416f32ba7bb772887de8e0ebf.fragment21.speed3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_5dff2b7b319207972450f91d569b5a16.fragment17.noise8.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_597da7d934dbb4df3da45acf11536350.fragment15.noise6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_8ea3514af1c01478fbcd004b026fea71.fragment21.speed6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_8ea3514af1c01478fbcd004b026fea71.fragment30.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_9bd3b58fe6f75dc40e85021914b4b06a.fragment10.noise6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_0345d503166fbcb125b6e10e2e804443.fragment8.noise5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_3a8f30bef6d7b6a1332629491eabcbf0.fragment12.pitch7.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_f856a0201f94b3b57b61815ef8b715d2.fragment14.pitch6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_5d2e7f30d69f2d1d86fd05f3bbe120c2.fragment17.speed3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_597da7d934dbb4df3da45acf11536350.fragment2.noise11.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_7b894c491011d0d541a071d6637b8de1.fragment30.pitch1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_bac9be13a058d1c859ed5d2e3a0dc27b.fragment14.speed3.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_404792fda5c66b95903adafd5a5f5d10.fragment16.noise11.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_cc86b9208b120f1f147a9246ab39f5e4.fragment27.pitch5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_2b24d20198e528ae803107e9beadacc9.fragment5.pitch8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_f7d959494477e5e7e33d4666f15311c9.fragment15.speed5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_7e1c8fd8bdbbd6844ddddbdf889f3364.fragment19.pitch1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_eca5ab833fd0b8e6d9b77a7df5d8610d.fragment20.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6a5535d7512259e7bef76ff997750873.fragment23.noise5.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b53274d3ef7996a22d6ec929c1869804.fragment9.noise4.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_db16e07d9bfc39deb1792ec84d9e61fe.fragment10.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_df90bffac026f705f4a99871d71684f1.fragment4.speed6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_17b5d4995191976232356345dfbb82cb.fragment22.pitch4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_3a8f30bef6d7b6a1332629491eabcbf0.fragment1.noise5.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6876763e37d7a41d6f53f4322a72b0d2.fragment1.pitch4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_9bd3b58fe6f75dc40e85021914b4b06a.fragment28.speed6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_ab485e46a6cce6d4b0f4ab48c08f9a4d.fragment5.speed7.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_2825fa225d6ca4800f0cf0504b76ca65.fragment8.pitch4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_b6f3c74f569edd37b4bebd5b0c030497.fragment18.pitch6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_ce41a51416f32ba7bb772887de8e0ebf.fragment19.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6876763e37d7a41d6f53f4322a72b0d2.fragment28.noise11.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_9d8242673cefba8a44695b3d4f4ddd3f.fragment14.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_6cc5c71681c0abc094a869e03b357384.fragment10.noise10.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_768526f634547e2b45fd84556ecd70f6.fragment12.noise1.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_0345d503166fbcb125b6e10e2e804443.fragment7.speed5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_cb90542ae2fd3247d519634c2f9e53a8.fragment2.speed7.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_17211c49a9b2967b57cffaccf0d5b565.fragment13.noise1.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_17b5d4995191976232356345dfbb82cb.fragment15.pitch4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_f16e9da2ba7126292cb4e46ce16995bc.fragment19.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_47bd2e6178465cd745c86c9db5ffe447.fragment16.noise2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_768526f634547e2b45fd84556ecd70f6.fragment19.noise9.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_5dff2b7b319207972450f91d569b5a16.fragment18.speed8.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_ce41a51416f32ba7bb772887de8e0ebf.fragment4.noise9.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_17211c49a9b2967b57cffaccf0d5b565.fragment18.noise9.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_502293f229751563d1768dd2367a6b29.fragment29.pitch8.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_9d8242673cefba8a44695b3d4f4ddd3f.fragment23.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d5b91a4ffb1ead826b7968ec19cbfa1c.fragment3.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_2cfa348b2b6852e38637a4225158678d.fragment23.noise11.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_f7d959494477e5e7e33d4666f15311c9.fragment22.speed5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_5d2e7f30d69f2d1d86fd05f3bbe120c2.fragment18.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_68e1dcf1b41edcfa24b402f46ec2a65e.fragment15.noise10.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6a5535d7512259e7bef76ff997750873.fragment14.noise5.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_db16e07d9bfc39deb1792ec84d9e61fe.fragment27.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_d2f13c7f37ecec67df0f46408c224bc1.fragment28.pitch8.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_0809fd0642232f8c85b0b3d545dc2b5a.fragment10.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b53274d3ef7996a22d6ec929c1869804.fragment6.speed4.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_534a0cf6f6aea8e35667a9147d2d0f8d.fragment5.speed8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_5d2e7f30d69f2d1d86fd05f3bbe120c2.fragment20.speed3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_5dff2b7b319207972450f91d569b5a16.fragment20.noise8.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_ce41a51416f32ba7bb772887de8e0ebf.fragment16.speed3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_f856a0201f94b3b57b61815ef8b715d2.fragment24.noise10.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_597da7d934dbb4df3da45acf11536350.fragment22.noise6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_7e1c8fd8bdbbd6844ddddbdf889f3364.fragment3.speed8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_9bd3b58fe6f75dc40e85021914b4b06a.fragment27.noise6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_e27d922d06d483e4df1305235a6cd87b.fragment2.noise5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_3a8f30bef6d7b6a1332629491eabcbf0.fragment25.pitch7.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b8e0e6f56f02e6f8f79cc360958e5982.fragment29.speed2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_ea5fee5b16a663c988fbddb2137cf573.fragment11.pitch5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_404792fda5c66b95903adafd5a5f5d10.fragment30.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_0345d503166fbcb125b6e10e2e804443.fragment20.pitch5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_df90bffac026f705f4a99871d71684f1.fragment29.pitch1.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_26ddc4e756f61233d74d42cc000c9dae.fragment10.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_eca5ab833fd0b8e6d9b77a7df5d8610d.fragment4.speed2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_404792fda5c66b95903adafd5a5f5d10.fragment1.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_768526f634547e2b45fd84556ecd70f6.fragment29.noise10.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_2825fa225d6ca4800f0cf0504b76ca65.fragment21.pitch5.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_bcc15ea7f0b2b21804393bca63f6c2c2.fragment7.speed6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_2825fa225d6ca4800f0cf0504b76ca65.fragment30.pitch7.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d5b91a4ffb1ead826b7968ec19cbfa1c.fragment19.speed8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_5d2e7f30d69f2d1d86fd05f3bbe120c2.fragment30.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_68e1dcf1b41edcfa24b402f46ec2a65e.fragment20.speed3.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_d2f13c7f37ecec67df0f46408c224bc1.fragment4.noise11.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_db16e07d9bfc39deb1792ec84d9e61fe.fragment1.noise2.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_f7d28f7498eaf373b312abcdc0886951.fragment17.speed1.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d5b91a4ffb1ead826b7968ec19cbfa1c.fragment5.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6876763e37d7a41d6f53f4322a72b0d2.fragment12.speed4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_68e1dcf1b41edcfa24b402f46ec2a65e.fragment18.noise3.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d5b91a4ffb1ead826b7968ec19cbfa1c.fragment21.noise8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_8e8ed685b0cf9f5bbd13a04629ee64c5.fragment5.pitch4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_2cfa348b2b6852e38637a4225158678d.fragment6.noise3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_386ee651f6f1539ff5622c55e234e5a4.fragment14.pitch2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_a6f9709552ce2ca93f28da21b8f3d8e3.fragment27.noise6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_5d2e7f30d69f2d1d86fd05f3bbe120c2.fragment2.pitch3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d7128fe46e362acdb2271a154e3206ae.fragment15.noise4.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_a6f9709552ce2ca93f28da21b8f3d8e3.fragment5.speed2.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_31da456c78eb5cf86d2b447e2fbfb736.fragment11.pitch3.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_8e8ed685b0cf9f5bbd13a04629ee64c5.fragment26.noise4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_0809fd0642232f8c85b0b3d545dc2b5a.fragment25.noise7.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_fc6bd6bb9d66a89bb8d8a8a7efa23e6b.fragment29.noise9.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_b8e0e6f56f02e6f8f79cc360958e5982.fragment5.speed7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_60f8a38a1112aed756fd2bc91b0b52e0.fragment22.noise6.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_0809fd0642232f8c85b0b3d545dc2b5a.fragment1.noise10.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_26ddc4e756f61233d74d42cc000c9dae.fragment28.noise4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_f_404792fda5c66b95903adafd5a5f5d10.fragment19.speed1.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_61764486dd621ce03fa461e92cd9e2b3.fragment18.pitch2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_bcc15ea7f0b2b21804393bca63f6c2c2.fragment17.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_fc6bd6bb9d66a89bb8d8a8a7efa23e6b.fragment22.noise1.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_29119ce8a7ecbf970f9a0728087c8ac3.fragment10.noise6.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_f7d959494477e5e7e33d4666f15311c9.fragment23.noise10.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_bcc15ea7f0b2b21804393bca63f6c2c2.fragment20.speed4.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_f_eca5ab833fd0b8e6d9b77a7df5d8610d.fragment28.pitch7.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_6876763e37d7a41d6f53f4322a72b0d2.fragment25.speed4.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_1b27ef4569a51e82d6b2dfae8d565d25.fragment28.pitch3.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d5b91a4ffb1ead826b7968ec19cbfa1c.fragment16.noise8.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_f7d28f7498eaf373b312abcdc0886951.fragment18.noise1.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/en_f_386ee651f6f1539ff5622c55e234e5a4.fragment23.pitch2.wav,en
/Users/bhanutejavaravenkata/desktop/language_data/train/de_m_a6f9709552ce2ca93f28da21b8f3d8e3.fragment10.noise6.wav,de
/Users/bhanutejavaravenkata/desktop/language_data/train/es_m_d7128fe46e362acdb2271a154e3206ae.fragment22.noise4.wav,es
/Users/bhanutejavaravenkata/desktop/language_data/train/en_m_f7d28f7498eaf373b312abcdc0886951.fragment13.noise9.wav,en
